471	MAX	471
472	MAX	472
473	MAX	473
474	MAX	474
475	MAX	475
476	MAX	476
477	MAX	477
478	MAX	478
479	MAX	479
480	MAX	480
481	MAX	481
482	MAX	482
483	MAX	483
484	MAX	484
485	MAX	485
486	MAX	486
487	MAX	487
488	MAX	488
489	MAX	489
490	MAX	490
491	MAX	491
492	MAX	492
493	MAX	493
494	MAX	494
495	MAX	495
496	MAX	496
497	MAX	497
498	MAX	498
499	MAX	499
500	MAX	500
